zone_id,zone_name,region,timestamp,delay_risk_score,depletion_risk_score,risk_level,taxi_count,depletion_rate_1h,supply_vs_yesterday,explanation_tag,demand_pressure_score,demand_pressure_level,baseline_supply,imbalance_score,imbalance_level,policy_action,policy_reason,predicted_shortage,severity_bucket,persistence_count,neighbor_surplus,recommended_action,action_reason,estimated_action_cost,estimated_shortage_reduction,budget_remaining,constraints_triggered
2,Bedok,East,2026-04-28 17:00:00+08:00,0.6139,0.6139,medium,13,-1.3333334,0.65,low supply + below yesterday baseline + peak hour,0.3239,low,19.0,0.2416,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.4238,moderate,1,1.2694,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
2,Bedok,East,2026-04-30 03:00:00+08:00,0.4764,0.4764,medium,27,-0.5555556,1.4210526,normal conditions,0.0224,low,18.0,0.0081,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1768,low,0,1.2694,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
2,Bedok,East,2026-04-30 05:00:00+08:00,0.4415,0.4415,medium,27,-0.07692308,1.5882353,normal conditions,0.1023,low,16.0,0.035,low,no_action,Heuristic baseline policy recommends no action because depletion risk and imbalance remain low.,0.2006,low,0,1.2694,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
2,Bedok,East,2026-04-30 06:00:00+08:00,0.5195,0.5195,medium,34,-0.25,2.0,normal conditions,0.2038,low,16.0,0.0638,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2735,moderate,1,1.2694,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
2,Bedok,East,2026-05-01 04:00:00+08:00,0.7115,0.7115,high,27,-0.5555556,2.4545455,public holiday,0.0446,low,10.0,0.0129,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2691,moderate,1,1.2694,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
2,Bedok,East,2026-05-01 05:00:00+08:00,0.5847,0.5847,medium,36,-0.32142857,2.25,public holiday,0.1023,low,15.0,0.0307,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2507,moderate,2,1.2694,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
2,Bedok,East,2026-05-01 07:00:00+08:00,0.4611,0.4611,medium,40,-0.10810811,2.6666667,peak hour + public holiday,0.3149,low,14.0,0.0894,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3031,moderate,3,1.2694,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
2,Bedok,East,2026-05-11 11:00:00+08:00,0.4047,0.4047,medium,19,-0.25,0.9047619,low supply + rain,0.1689,low,20.0,0.0864,low,no_action,Heuristic baseline policy recommends no action because depletion risk and imbalance remain low.,0.2276,low,0,1.2694,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-16 10:00:00+08:00,0.9901,0.9901,high,28,-2.0,5.0,normal conditions,0.2038,low,4.1574,0.048,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4382,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-18 02:00:00+08:00,0.6706,0.6706,medium,4,-0.25,0.7755835,critically low supply,0.0364,low,4.1574,0.0239,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2587,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-18 04:00:00+08:00,0.8146,0.8146,high,4,-0.25,0.7755835,critically low supply,0.0646,low,4.1574,0.0366,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3218,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-18 11:00:00+08:00,0.5508,0.5508,medium,4,-1.5,0.7755835,critically low supply,0.1223,low,4.1574,0.0625,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2554,moderate,3,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-19 10:00:00+08:00,0.9755,0.9755,high,9,-2.0,2.25,critically low supply,0.2238,low,3.0,0.0627,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4421,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-20 01:00:00+08:00,0.6311,0.6311,medium,4,-0.25,0.8,critically low supply,0.0152,low,4.0,0.0067,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2277,low,0,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-20 06:00:00+08:00,0.5226,0.5226,medium,2,0.0,0.6666667,critically low supply + below yesterday baseline,0.2038,low,2.0,0.0897,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2746,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-20 07:00:00+08:00,0.4924,0.4924,medium,3,-0.33333334,0.75,critically low supply + peak hour,0.3149,low,3.0,0.1386,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.314,moderate,2,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-20 08:00:00+08:00,0.5245,0.5245,medium,4,-0.25,1.0,critically low supply + peak hour,0.365,low,3.0,0.1387,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3478,moderate,3,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-20 11:00:00+08:00,0.4357,0.4357,medium,6,-0.75,2.0,critically low supply,0.1023,low,2.0,0.0286,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1985,low,0,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-20 15:00:00+08:00,0.4541,0.4541,medium,7,-0.6,1.0,critically low supply,0.1286,low,6.0,0.0522,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2168,low,0,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-20 17:00:00+08:00,0.4311,0.4311,medium,9,-0.25,1.8,critically low supply + peak hour,0.3239,low,4.0,0.0993,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2966,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-21 17:00:00+08:00,0.4113,0.4113,medium,6,0.0,2.0,critically low supply + peak hour,0.3239,low,2.0,0.0907,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2897,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-22 10:00:00+08:00,0.5027,0.5027,medium,4,-0.6666667,1.0,critically low supply,0.2038,low,3.0,0.0774,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2677,moderate,2,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-22 22:00:00+08:00,0.614,0.614,medium,4,-0.25,1.0,critically low supply,0.0624,low,3.0,0.0237,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.243,low,0,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-23 01:00:00+08:00,0.6093,0.6093,medium,6,-0.4,1.5,critically low supply,0.0152,low,3.0,0.0049,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2201,low,0,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-23 15:00:00+08:00,0.9434,0.9434,high,11,-1.4,2.75,low supply,0.1286,low,3.0,0.0341,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3881,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-24 01:00:00+08:00,0.6559,0.6559,medium,6,-0.4,1.2,critically low supply,0.0152,low,4.0,0.0055,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2364,low,0,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-24 10:00:00+08:00,0.7138,0.7138,high,6,-1.3333334,1.2,critically low supply,0.2038,low,4.0,0.0734,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3415,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-24 23:00:00+08:00,0.5432,0.5432,medium,5,-0.5,1.0,critically low supply,0.0304,low,4.0,0.0119,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2038,low,0,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-25 08:00:00+08:00,0.4826,0.4826,medium,5,-0.2,1.6666666,critically low supply + peak hour,0.385,low,2.0,0.114,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3422,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-25 14:00:00+08:00,0.4672,0.4672,medium,2,0.0,0.4,sustained depletion + critically low supply + below yesterday baseline,0.0824,low,4.0,0.156,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3006,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-25 23:00:00+08:00,0.4208,0.4208,medium,2,0.0,0.2857143,critically low supply + below yesterday baseline,0.0504,low,6.0,0.1797,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3033,moderate,2,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-26 00:00:00+08:00,0.4557,0.4557,medium,4,-0.6666667,0.5,critically low supply + below yesterday baseline,0.035,low,7.0,0.1074,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.261,moderate,3,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-26 04:00:00+08:00,0.8164,0.8164,high,4,-0.25,0.8,critically low supply,0.0646,low,4.0,0.0284,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3148,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-26 15:00:00+08:00,0.8218,0.8218,high,8,-1.25,2.0,critically low supply,0.1486,low,3.0,0.0431,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3545,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-26 20:00:00+08:00,0.5415,0.5415,medium,6,-0.4,0.85714287,critically low supply + peak hour,0.2473,low,6.0,0.1088,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3008,moderate,3,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-27 10:00:00+08:00,0.8091,0.8091,high,6,-2.0,1.2,critically low supply,0.2038,low,4.0,0.0734,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3749,moderate,2,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-27 20:00:00+08:00,0.4005,0.4005,medium,4,0.0,1.0,critically low supply + peak hour,0.2273,low,3.0,0.0864,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2425,low,0,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-28 04:00:00+08:00,0.5862,0.5862,medium,2,0.0,0.33333334,critically low supply + below yesterday baseline,0.0446,low,5.0,0.1557,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3452,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-28 09:00:00+08:00,0.6525,0.6525,medium,4,0.0,1.0,critically low supply + peak hour,0.3149,low,3.0,0.1197,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3701,moderate,3,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-28 21:00:00+08:00,0.9209,0.9209,high,8,-1.25,2.0,critically low supply,0.1286,low,3.0,0.0373,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3802,moderate,6,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-28 22:00:00+08:00,0.4488,0.4488,medium,5,0.33333334,2.5,rapid depletion + critically low supply,0.0624,low,1.0,0.0155,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1852,low,0,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-29 10:00:00+08:00,0.9666,0.9666,high,8,-1.25,1.6,critically low supply,0.2038,low,4.0,0.0652,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.43,moderate,2,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-29 17:00:00+08:00,0.6947,0.6947,medium,14,-0.6666667,2.8,low supply + peak hour,0.3239,low,4.0,0.087,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.3889,moderate,3,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-30 01:00:00+08:00,0.4634,0.4634,medium,2,-0.5,0.5,critically low supply + below yesterday baseline,0.0152,low,3.0,0.0752,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2357,low,0,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-30 03:00:00+08:00,0.5423,0.5423,medium,4,-0.25,1.0,critically low supply,0.0224,low,3.0,0.0085,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1999,low,0,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-30 04:00:00+08:00,0.7692,0.7692,high,4,0.0,1.3333334,critically low supply,0.0446,low,2.0,0.0143,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.2893,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-30 10:00:00+08:00,0.7988,0.7988,high,4,-1.5,1.3333334,critically low supply,0.2038,low,2.0,0.0652,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.3713,moderate,2,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-30 11:00:00+08:00,0.4053,0.4053,medium,6,-0.4,1.5,critically low supply,0.1023,low,3.0,0.0327,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1879,low,0,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
3,Bishan,Central,2026-04-30 20:00:00+08:00,0.6168,0.6168,medium,2,0.0,0.4,sustained depletion + critically low supply + below yesterday baseline + peak hour,0.2273,low,4.0,0.2546,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.4182,moderate,2,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,30.0,[]
